Location,Time,PM2.5,PM10,CO,CO2,SO2,NO2,O3,AQI,AQI Bucket
Sinhagad Road,08:00,68.20909531,110.9078185,11.20865086,328.2444746,366.2404732,20.20065844,314.1389712,451.0571592,Hazardous
Kothrud,08:00,60.78092794,123.4170784,12.93387357,467.0651473,74.48567203,376.4600148,103.9014927,382.4564665,Hazardous
Baner,12:00,89.72980527,194.3759531,13.4846448,481.4833358,232.6046039,345.2278061,303.9623181,596.4348881,Hazardous
Shivaji Nagar,12:00,212.9958605,70.45652441,12.67756693,340.470163,160.2774104,396.7016733,277.5637145,571.6751585,Hazardous
Pimple Saudagar,20:00,122.3435698,317.4945817,14.9726296,456.1612695,98.39826257,300.2155301,363.170624,615.7839137,Hazardous
Aundh,20:00,124.6920922,342.3824247,11.30887493,439.0029276,164.1163141,21.06657051,35.43932063,355.157236,Hazardous
Hadapsar,20:00,112.7639041,25.76897666,12.99027511,395.3039839,391.0381987,99.60107029,272.9484959,464.0505979,Hazardous
Koregaon Park,16:00,171.2037776,60.12560458,11.93741068,422.6602795,320.6921198,36.09700692,40.63595398,326.3146421,Hazardous
Koregaon Park,20:00,60.65549752,103.6222676,11.13541443,375.9521942,117.45191,58.5309739,277.5503185,320.0408982,Hazardous
Deccan,20:00,97.59849535,194.6628387,13.81030484,411.5766673,302.1682153,182.7084537,335.5585793,570.1585961,Hazardous
Aundh,20:00,195.9248783,159.9028844,13.68661718,400.9215382,377.8692348,119.8738111,282.0442443,581.4941436,Hazardous
Sinhagad Road,12:00,77.9937387,230.9270719,10.1752166,319.0836169,356.0346121,262.4376186,205.1107262,576.4271003,Hazardous
Kothrud,08:00,151.1342258,109.4746392,12.02666448,423.8351891,37.15038092,281.5111888,311.3962262,457.359995,Hazardous
Pimple Saudagar,20:00,132.2791369,283.1832212,13.23277628,357.9304865,164.0732616,364.6668692,163.2857982,566.9769198,Hazardous
Kothrud,16:00,218.5979873,41.67152524,12.20115092,364.518398,389.493281,318.6542101,152.9820846,572.9006951,Hazardous
Pimple Saudagar,20:00,151.1225317,280.7093577,14.34931515,457.5816568,287.2506665,30.92182255,294.8293677,536.7661883,Hazardous
Aundh,12:00,45.16767227,384.6282363,11.09066793,471.6216258,264.0358313,165.7765659,16.23372079,449.0116812,Hazardous
Koregaon Park,12:00,241.1623766,299.1441962,11.3947122,301.5829293,100.3999115,301.88626,352.8221795,659.1021741,Hazardous
Pimple Saudagar,12:00,198.0319581,119.1856042,14.15327041,433.7001898,251.4369307,185.1888046,110.449066,446.2994523,Hazardous
Kothrud,08:00,154.4053576,185.6725135,11.48028572,484.7095231,72.17171556,350.7402608,147.7182396,466.8343293,Hazardous
Deccan,20:00,209.2783714,182.2932862,10.32042041,486.7442953,203.1684865,38.99113441,247.4141731,450.8931462,Hazardous
Pimple Saudagar,08:00,80.68310573,351.4681524,11.18992866,461.6923841,228.0959233,293.1189452,150.4497061,563.097845,Hazardous
Shivaji Nagar,16:00,106.5784195,281.1670145,12.36281955,352.6282027,224.1149825,294.8269005,271.2075591,601.3102577,Hazardous
Pimple Saudagar,16:00,161.0174527,55.70146871,10.18489458,450.7100653,45.67577443,307.6454767,218.6598309,404.5348963,Hazardous
Aundh,16:00,203.1766631,165.3607773,11.937561,322.8994854,346.8299199,125.7664349,297.1738253,581.0913713,Hazardous
Hadapsar,08:00,33.57372807,173.0492103,12.96204823,420.1811733,334.7570525,205.6625707,186.0816058,479.524132,Hazardous
Aundh,20:00,19.93141152,128.2759019,13.95080464,480.4745286,186.3044194,356.7536884,88.84790763,404.0074691,Hazardous
Pimple Saudagar,16:00,209.4606328,270.8714997,13.72882553,311.8713207,37.2532841,272.2471436,332.7035315,574.9968714,Hazardous
Pimple Saudagar,20:00,36.7405026,295.0147601,13.15800037,425.7683638,349.2642971,40.89031235,33.33329765,390.7795853,Hazardous
Koregaon Park,08:00,167.3420804,209.8926773,11.93669647,428.6216881,384.5947966,68.73143995,191.4436806,522.939034,Hazardous
Kothrud,16:00,142.1500406,299.5192247,13.10600643,338.7823179,296.931103,225.4999999,216.7158136,603.5140974,Hazardous
Shivaji Nagar,20:00,133.9746782,355.5257088,13.66658067,333.1226404,343.9078466,19.95288734,202.0154683,541.3548753,Hazardous
Pimple Saudagar,16:00,33.51071786,191.4439287,10.01962112,326.8732221,40.95776551,284.998524,22.36719553,296.6586869,Very Unhealthy
Pimple Saudagar,20:00,95.72017599,300.5413063,11.83431084,434.6762579,144.0820567,55.14709145,313.9778827,466.5685674,Hazardous
Shivaji Nagar,20:00,72.96112995,94.38582897,10.27730541,302.4175326,306.9380349,159.4429597,106.9944209,380.6384926,Hazardous
Koregaon Park,16:00,248.2152184,203.6707544,12.71826519,347.6241848,243.9069765,135.9860107,46.15478828,451.6851393,Hazardous
Deccan,12:00,73.35567774,58.67224067,14.99924778,489.5551251,27.70267063,285.4658709,296.1762192,385.6855873,Hazardous
Shivaji Nagar,12:00,202.7191616,59.41757809,13.67636612,495.0463859,356.344325,99.56406527,205.1711136,475.2844879,Hazardous
Kothrud,12:00,18.64739449,206.5472256,12.91053963,329.2044649,185.6998153,227.6149175,216.650133,440.4902826,Hazardous
Kothrud,08:00,212.4954798,251.8571,12.02084371,359.5994354,254.0990086,390.7817358,128.3750569,630.8250343,Hazardous
Kothrud,08:00,93.23034424,94.34969903,12.67090152,384.1688009,192.5295398,256.6087888,16.29500828,339.1775916,Hazardous
Sinhagad Road,16:00,167.3562987,243.9192738,10.39882495,430.7517973,102.3832983,98.10746063,190.7509304,411.6574558,Hazardous
Kothrud,20:00,152.9894396,203.0444676,12.17313271,378.0089287,366.6283533,232.8278288,340.6436624,660.2400086,Hazardous
Pimple Saudagar,12:00,140.2138539,141.3110628,14.18810842,448.0656305,318.6114036,115.4851017,156.5143364,450.2559876,Hazardous
Sinhagad Road,08:00,60.69941642,196.3541607,13.21652762,371.2680151,361.2313989,279.5550725,348.1934724,636.2332881,Hazardous
Shivaji Nagar,12:00,157.6623,367.7299222,10.82263025,302.6653991,338.8826245,373.8436294,379.2495638,819.5066502,Hazardous
Shivaji Nagar,20:00,15.60337362,350.3052938,14.16272976,388.7532493,384.9125448,94.79663547,132.3070818,503.1251945,Hazardous
Shivaji Nagar,20:00,216.3138935,284.8599678,12.30221888,341.4479913,170.9969287,205.9449606,218.2583212,560.4892547,Hazardous
Shivaji Nagar,16:00,123.6197911,356.0525513,10.7542855,489.5765629,349.7916675,273.7802422,138.2283087,631.4905659,Hazardous
Shivaji Nagar,20:00,125.3842655,65.24632535,10.07020792,411.178675,269.8026567,350.4418361,102.4353556,466.7254275,Hazardous
Baner,20:00,110.538858,168.9812033,14.25449407,309.4806313,284.0114995,108.8637369,138.7162004,419.8102431,Hazardous
Hadapsar,12:00,62.24051013,130.0510647,12.47929558,307.9662494,184.6514653,211.9313653,271.7330552,442.7830259,Hazardous
Koregaon Park,08:00,113.809366,275.2949705,10.65968425,300.9291471,391.0985117,114.6859128,106.0787467,511.1434381,Hazardous
Kothrud,16:00,85.46357521,82.9192516,10.0843181,382.6103828,314.3647614,134.3650685,114.43443,375.8578615,Hazardous
Baner,12:00,14.37010717,228.0923242,14.10664067,496.4354457,175.6610439,81.8206375,286.620643,407.3890186,Hazardous
Baner,08:00,25.71765242,106.4044405,12.29545816,300.852004,314.6089766,201.7926488,156.7238597,414.9192472,Hazardous
Sinhagad Road,12:00,68.40291178,110.4862908,10.86162862,446.7946126,160.4472279,390.7907108,239.6331234,495.7417609,Hazardous
Aundh,12:00,187.0880641,391.7928319,10.35803704,496.3505419,350.9032653,12.73922182,255.3289721,609.2842146,Hazardous
Baner,08:00,219.5603466,326.2165763,11.67801725,450.1708336,172.2294391,227.7837423,81.47503779,525.3105883,Hazardous
Sinhagad Road,16:00,67.32901153,264.3036339,11.0928232,456.8952934,388.6804421,74.08478525,192.6179425,504.6007308,Hazardous
Koregaon Park,16:00,125.0377408,279.1863324,10.95226815,475.7189007,74.38886974,205.9657252,12.16641466,359.3248095,Hazardous
Hadapsar,12:00,245.4444879,38.61380583,14.56991592,305.001298,71.20593187,166.4376483,110.6714511,330.7565785,Hazardous
Hadapsar,16:00,242.7773368,64.76054683,10.77214813,337.1379497,72.63926619,184.9502384,269.7375647,428.2046246,Hazardous
Hadapsar,08:00,37.93442279,180.775797,10.85786476,371.2171148,73.6240694,280.7952823,253.8696218,424.3574614,Hazardous
Kothrud,16:00,110.1051955,345.3742245,12.07264214,346.5848383,21.34747001,303.4035175,200.0039536,502.1898227,Hazardous
Kothrud,20:00,64.97677912,44.425728,14.56207033,417.5889288,208.2340648,72.46064272,151.650836,285.4360956,Very Unhealthy
Deccan,20:00,111.2765578,233.2373167,11.08929269,367.7590014,24.51569891,220.1004083,74.82269061,343.0656288,Hazardous
Deccan,20:00,99.639803,60.93270607,10.73308578,301.8653227,199.739247,378.6305596,165.536651,462.9725692,Hazardous
Kothrud,16:00,181.3085335,360.4980791,12.55906297,352.6311162,225.6176825,243.3632988,164.6622659,600.2839929,Hazardous
Baner,12:00,249.5878667,92.98276238,14.88093035,351.3308227,268.3664949,338.4213156,84.82062578,531.970463,Hazardous
Sinhagad Road,20:00,22.26213387,89.20217772,10.93652466,350.3807393,160.9303617,378.0748313,56.94621021,364.644382,Hazardous
Deccan,12:00,19.45249404,389.2551844,13.41701475,443.8541032,252.9792362,325.5334422,351.7748915,682.9146389,Hazardous
Deccan,16:00,30.94183183,360.826095,10.28886505,301.6453202,66.77796216,99.30563141,352.5225797,465.4759151,Hazardous
Baner,16:00,23.69240381,306.5135468,11.89262098,484.5539072,261.0150204,204.4662364,302.457362,560.9649057,Hazardous
Shivaji Nagar,08:00,227.2964771,205.3112559,14.78308048,326.7880451,31.17148202,278.0319212,304.5763547,537.976826,Hazardous
Sinhagad Road,08:00,135.6596073,309.7005096,12.74470602,369.1597144,101.5847273,229.571345,305.3182291,553.6619152,Hazardous
Pimple Saudagar,08:00,67.22752753,33.37849241,13.40132445,438.3224422,53.97790971,330.9537016,123.6423391,317.9913096,Hazardous
Sinhagad Road,20:00,100.1761516,166.3669954,14.31235502,475.5773161,126.6743751,71.90165205,297.9284859,395.836185,Hazardous
Sinhagad Road,08:00,119.6610911,390.2605622,10.861833,363.614611,54.97488177,350.443046,375.7851813,656.4242142,Hazardous
Shivaji Nagar,16:00,168.6711065,361.4853007,12.56413925,489.2426176,252.8099255,396.6869138,341.4620873,773.1218062,Hazardous
Hadapsar,20:00,135.8446954,317.5887395,14.9087555,366.8721347,165.7011956,16.67470716,63.66063136,364.64374,Hazardous
Baner,16:00,151.0142762,342.0552117,13.06629103,318.4730353,376.8250444,181.9707806,44.33222074,561.1650579,Hazardous
Deccan,12:00,179.942608,234.248941,11.72854417,465.2805622,357.8073148,383.4828385,296.2589353,737.598863,Hazardous
Aundh,12:00,170.0626051,63.83454186,12.2061408,437.9577986,59.72358147,231.9746316,148.0018398,349.0047407,Hazardous
Baner,16:00,222.4198138,148.5724137,10.51682502,385.1409511,147.475067,212.4548827,142.348548,447.1521875,Hazardous
Koregaon Park,16:00,230.5168211,203.2772477,12.80616351,417.0860144,215.3091241,235.9231767,288.6403537,599.6395252,Hazardous
Koregaon Park,20:00,202.1074383,222.492569,14.11637893,450.1252168,351.0497205,299.5419765,168.5000454,635.9622537,Hazardous
Aundh,12:00,174.1766291,161.0368822,12.23271329,482.620109,388.1907782,57.16505431,272.2057767,538.6202736,Hazardous
Kothrud,20:00,187.3405545,343.5378341,12.64135914,329.6907685,280.5503811,127.6978323,134.960572,549.6849461,Hazardous
Hadapsar,08:00,112.7941329,206.8712735,13.57602265,310.5671272,244.8213542,146.0728629,387.573205,562.6424369,Hazardous
Hadapsar,16:00,182.3402498,359.4939769,12.80342095,418.9186852,66.35228575,44.53766569,345.1817534,511.7563867,Hazardous
Sinhagad Road,08:00,108.6668846,355.4391248,10.6344622,306.491049,71.29098405,154.1212891,295.5345433,503.1608751,Hazardous
Sinhagad Road,20:00,100.5533175,296.09256,14.528365,303.4358316,244.6481913,35.2112935,75.03306754,390.2975799,Hazardous
Hadapsar,08:00,93.00780264,68.5393875,14.80164055,417.5545888,44.15395844,14.72957226,292.8646606,271.4493313,Very Unhealthy
Koregaon Park,12:00,190.59675,267.5438793,10.13406842,420.0480639,156.258238,365.2789393,340.0533086,669.999626,Hazardous
Deccan,16:00,190.1989748,87.3158741,12.11834887,327.7029962,45.73430246,327.8795141,216.0747785,445.7200708,Hazardous
Deccan,20:00,32.80178757,262.7650106,10.38361676,309.406538,370.510562,246.3844902,354.3094288,643.7692563,Hazardous
Deccan,12:00,206.3535352,294.9709194,10.83353972,493.0115804,108.4003651,156.8019235,214.4810998,501.3374612,Hazardous
Shivaji Nagar,08:00,174.3545997,291.3349718,14.14738942,300.8892702,260.8277996,47.90669981,139.2061424,470.9624961,Hazardous
Kothrud,08:00,243.2615992,264.650484,14.69906105,445.2969489,315.9664528,273.5559777,127.8621142,627.3473749,Hazardous
Pimple Saudagar,16:00,242.7295338,87.22691151,14.85153591,346.4686005,389.9034258,41.30845017,200.9024661,495.8869296,Hazardous
Kothrud,08:00,249.5584368,270.7077996,11.52731528,381.0985281,37.37005936,40.94611185,12.7568922,317.1969652,Hazardous
Shivaji Nagar,12:00,151.7382395,17.00380755,13.48981579,460.963953,387.3039296,338.1248592,335.9075122,628.5289898,Hazardous
Sinhagad Road,20:00,145.6883806,18.47927639,11.96800406,364.6356625,115.9513249,56.57064966,69.98092718,215.3032834,Very Unhealthy
Aundh,16:00,19.21457358,216.9922404,11.85103471,372.9262293,358.7054307,134.8156799,268.7273339,511.0786639,Hazardous
Shivaji Nagar,16:00,244.8987336,176.048357,11.62226417,356.5398155,241.4431598,50.58165088,185.4557393,460.8360844,Hazardous
Aundh,16:00,104.3916096,344.6608534,10.13536861,381.1193609,201.4676942,188.0842069,360.4232852,609.6491932,Hazardous
Kothrud,16:00,180.8050456,51.54781742,13.59359878,332.7640412,357.671119,201.1624975,361.3734986,589.8735879,Hazardous
Deccan,08:00,22.89924075,167.9428786,14.23877353,318.6913185,40.00470601,353.6666973,113.7761937,363.3836317,Hazardous
Deccan,16:00,87.65085844,106.8647669,10.33197948,484.7862665,62.82402811,386.1724241,384.0701463,524.1230914,Hazardous
Kothrud,16:00,245.4242767,162.8480277,11.88793571,368.1507408,314.2073327,280.7602265,213.7725815,620.3941582,Hazardous
Hadapsar,12:00,29.22539239,142.0471891,10.87370917,302.37599,382.0520948,189.2611633,15.90689414,390.120076,Hazardous
Koregaon Park,08:00,225.8109974,333.1537305,12.32585979,413.4827665,313.2755046,277.9356944,344.6697305,759.7486885,Hazardous
Sinhagad Road,16:00,179.2769517,120.6428541,10.05482158,377.5386145,127.4767832,252.9347552,65.46290058,382.951944,Hazardous
Hadapsar,08:00,136.5970377,21.18890783,12.85961605,304.4493429,133.7628134,318.3342799,285.7628949,460.6825829,Hazardous
Deccan,20:00,146.550413,132.1810603,10.83770759,311.8177915,76.8127106,319.5485375,70.64614098,383.7071388,Hazardous
Baner,16:00,98.0325749,295.0425506,10.54265276,337.1608543,181.1147549,58.55917373,335.0553102,494.4448349,Hazardous
Shivaji Nagar,16:00,115.7947432,261.7486749,13.89498194,468.3601049,122.617092,307.4782771,360.0665595,597.7476553,Hazardous
Baner,08:00,80.51637018,82.79144005,10.26761592,354.722286,13.36016408,132.2762822,236.2532503,282.8663693,Very Unhealthy
Koregaon Park,16:00,67.46073858,63.18792418,12.18433053,473.4116724,151.0139221,316.4045689,194.4850619,408.4604383,Hazardous
Hadapsar,08:00,62.18639129,366.9921456,10.94777844,362.6615476,284.5708639,302.6826505,100.5187035,569.4231558,Hazardous
Shivaji Nagar,08:00,210.0068801,266.6050107,11.97612617,430.2687395,378.4394893,94.08889861,196.8026316,584.9475813,Hazardous
Pimple Saudagar,12:00,28.59113061,62.72829639,11.83966861,360.3614,168.5395264,10.65980955,121.0590835,207.6285919,Very Unhealthy
Koregaon Park,08:00,108.3167258,268.3973034,14.959619,305.3924865,290.3600674,154.9855076,320.8611682,586.4200052,Hazardous
Aundh,20:00,154.3199668,341.0534291,11.1055566,316.6715855,170.9860901,225.9121742,365.8690257,640.1758995,Hazardous
Kothrud,08:00,39.10654592,207.7316171,13.74800571,423.8692197,287.5636679,124.6762052,321.1538402,503.8639439,Hazardous
Aundh,16:00,84.52062795,295.6253461,12.8388282,468.4422801,82.11154139,217.6907987,384.2435602,544.9347654,Hazardous
Baner,16:00,31.59524319,174.3437469,12.55790693,454.6109102,238.6670456,349.4407794,22.09221762,420.6274233,Hazardous
Koregaon Park,20:00,193.3289048,79.04900032,10.86213016,380.5896983,398.8051169,378.3155559,70.61891249,570.9208753,Hazardous
Kothrud,16:00,40.69045726,153.8188041,14.19297911,352.4502414,159.7036414,300.4442281,321.0073575,502.0252233,Hazardous
Baner,08:00,163.3315414,106.6999759,11.5686715,416.3347577,55.86721823,132.0590002,172.4535506,326.7743147,Hazardous
Aundh,16:00,133.3631801,295.6613986,12.27841434,464.2866156,309.3107682,123.5937185,374.242687,630.3642905,Hazardous
Kothrud,16:00,178.0040435,381.4605216,11.15256563,389.7932232,344.7782874,192.9216065,365.1302864,742.2999383,Hazardous
Kothrud,20:00,237.5412045,92.9335158,12.77643331,360.3057408,92.96898139,11.67946635,309.1372467,384.9066407,Hazardous
Shivaji Nagar,08:00,248.4602132,367.5576588,13.49861681,377.967777,232.6797501,195.3006977,294.5108463,682.7531999,Hazardous
Sinhagad Road,20:00,223.2491349,331.7913903,13.75041523,413.1692883,282.8835726,162.3496729,328.0082401,677.8914207,Hazardous
Sinhagad Road,16:00,168.9042459,233.4066097,14.92254077,336.1942678,367.7693683,122.9896694,66.5449394,494.729957,Hazardous
Shivaji Nagar,20:00,10.39876291,23.24423236,14.12105729,477.1248998,15.14301576,206.6710188,387.2183765,335.4587604,Hazardous
Hadapsar,20:00,165.1008091,15.0062921,14.22537461,489.6758271,114.361867,181.4951877,66.39928375,285.4070944,Very Unhealthy
Baner,20:00,71.72868538,207.782269,12.69140825,477.7080923,269.9289938,94.85452166,119.4281702,394.5527282,Hazardous
Pimple Saudagar,16:00,163.7246003,369.3330959,11.40620623,446.9416993,299.6969845,136.6311581,102.6392567,547.418754,Hazardous
Aundh,20:00,83.1887459,166.0676439,10.40727972,365.6088648,195.1744451,219.1823635,325.6887141,505.0582359,Hazardous
Deccan,16:00,197.4729398,282.9415113,12.46685629,450.4018426,143.5564291,191.476311,140.163593,490.2722484,Hazardous
Baner,20:00,238.4782611,141.7619493,14.97252313,472.1677734,24.47022954,285.9339382,20.77445037,370.6819374,Hazardous
Pimple Saudagar,20:00,102.6551076,102.3303333,12.32566322,342.0940216,206.3265854,190.7378422,155.9001342,391.3006646,Hazardous
Sinhagad Road,12:00,138.2374553,236.9851493,10.77585596,484.3068698,382.5386913,56.86579178,270.5834797,553.3811396,Hazardous
Hadapsar,16:00,189.2382453,335.0937689,12.4335072,321.7450141,220.2134636,336.6191494,81.20252753,593.6170845,Hazardous
Pimple Saudagar,12:00,124.3622235,339.0814503,11.64787564,374.0410432,284.7339516,170.4711929,334.123917,638.0342432,Hazardous
Aundh,16:00,34.26661635,90.4772701,14.86388018,359.4903147,335.4222318,201.9010871,73.29137462,382.5431702,Hazardous
Kothrud,20:00,24.43915109,159.3511465,12.26034878,369.3624997,76.93082026,198.678386,265.3597657,374.6399836,Hazardous
Shivaji Nagar,12:00,117.8264981,95.64216144,12.96402703,417.554792,275.2443691,11.93712369,259.1095228,392.8438646,Hazardous
Koregaon Park,20:00,78.40584078,23.08377869,11.68036386,416.669693,317.5350221,364.6650205,295.1568267,551.1036082,Hazardous
Sinhagad Road,12:00,92.58770342,346.2498797,13.52762901,357.1518842,141.2896813,117.8367919,334.6829307,529.8511226,Hazardous
Sinhagad Road,16:00,65.07097973,176.9482674,11.41033133,465.4190124,362.9510047,218.3933343,132.4974997,489.3408743,Hazardous
Sinhagad Road,20:00,172.1127301,171.0306794,14.47640717,378.2228147,134.0137452,111.9601767,126.0857924,372.0779691,Hazardous
Aundh,16:00,241.5516224,37.53121728,10.1001938,423.1435672,219.1295144,30.11750355,352.1080645,450.3191549,Hazardous
Aundh,08:00,27.58256602,42.8487856,11.1829252,342.5810726,369.8900812,376.2181449,383.5576074,611.2315178,Hazardous
Aundh,16:00,161.6299757,390.0515968,11.21076903,414.9734414,195.5717997,291.1107644,156.0292044,608.4074395,Hazardous
Baner,08:00,76.81343775,308.0780296,10.92402317,450.8422585,125.6785972,83.18250472,130.7062644,373.15344,Hazardous
Pimple Saudagar,08:00,30.64113097,10.2192015,12.97423873,413.5930315,199.6823202,191.6628157,262.9435534,360.5487496,Hazardous
Koregaon Park,08:00,24.97838432,288.8807818,10.99064723,395.4561455,224.9328963,300.2764043,33.11538215,447.0825716,Hazardous
Hadapsar,08:00,153.9078382,283.578554,14.92251336,434.7017028,245.9607743,335.2679158,288.7643195,668.6622142,Hazardous
Kothrud,08:00,238.6302541,351.2002174,12.95286855,408.0801336,245.3189026,143.6218368,141.5368551,573.1069016,Hazardous
Hadapsar,08:00,124.7027479,148.3824038,13.38297487,424.9180306,314.4132908,80.7224549,351.0631067,523.0249769,Hazardous
Deccan,16:00,107.512217,357.9341691,12.43911014,341.9855339,244.2835802,21.93646027,287.9936712,522.269159,Hazardous
Shivaji Nagar,08:00,33.0113558,394.1548092,14.14138659,493.0071948,123.0041314,167.582018,58.79928944,402.4171885,Hazardous
Koregaon Park,16:00,80.24993942,229.0202021,14.09127069,377.2662785,259.8773666,46.69657724,377.5780978,510.8023622,Hazardous
Aundh,16:00,241.0153198,31.90931854,12.71591734,397.6620241,239.5805808,20.9858551,363.8728269,461.3978679,Hazardous
Baner,08:00,55.3092327,329.484668,10.40008076,342.0675921,125.343893,177.1904466,20.27557668,364.2019892,Hazardous
Aundh,08:00,25.26510582,331.4874633,13.35009005,391.1896202,39.54617043,211.2409709,190.7577201,412.4988054,Hazardous
Shivaji Nagar,20:00,210.0026367,282.7364382,10.65143953,473.6956196,240.2685989,21.73772016,295.979888,536.0140805,Hazardous
Sinhagad Road,20:00,93.24021862,168.0882502,13.48957705,430.8912677,148.1175344,393.285412,335.6671946,582.688882,Hazardous
Koregaon Park,08:00,229.1673192,126.480476,13.058149,334.2619671,278.9422841,208.4427938,54.31212691,461.730649,Hazardous
Pimple Saudagar,12:00,14.50819957,300.3416016,14.65268208,371.7420656,297.6059726,100.7524001,88.1632845,415.3384113,Hazardous
Pimple Saudagar,16:00,90.99095101,269.845036,12.12440235,408.1171708,336.5891692,99.6757066,280.9300329,551.1398502,Hazardous
Aundh,12:00,106.1486991,269.3078148,11.57089014,470.2465342,220.4800522,169.8565091,30.5299849,409.7324201,Hazardous
Sinhagad Road,12:00,175.4743647,141.774781,12.33098542,377.5239631,240.9500156,397.0966478,174.5059947,577.2318873,Hazardous
Koregaon Park,08:00,89.03184614,289.3539571,12.3773764,418.4842383,302.5326835,340.8830768,379.2823537,712.9193351,Hazardous
Baner,16:00,44.6481193,254.2935597,10.81776519,462.4685301,139.6460175,329.3556828,219.923791,504.7513503,Hazardous
Deccan,16:00,190.3615408,381.4611379,14.02884297,335.1149805,11.02362898,324.7869156,340.8855727,638.288241,Hazardous
Hadapsar,20:00,240.24376,149.6135806,14.2894788,471.4861823,118.4802041,291.8588838,210.964984,519.8701851,Hazardous
Aundh,16:00,11.65742646,319.7174147,13.79101777,420.6929495,264.5870101,237.7330225,118.1466048,489.711757,Hazardous
Aundh,20:00,48.40502102,312.7274514,10.5075329,364.3587974,364.3253784,164.3203084,291.1413536,600.9672893,Hazardous
Kothrud,08:00,177.8349333,390.0487133,14.90623352,459.3627153,97.50821129,312.0627255,26.6382101,516.9526302,Hazardous
Koregaon Park,08:00,208.0258994,201.4950969,12.23341588,466.3306122,182.8122317,85.60404641,257.5365451,479.9703256,Hazardous
Kothrud,08:00,100.3490293,183.3469817,10.78922224,475.5775159,336.8665042,396.5132716,137.975186,588.3147087,Hazardous
Hadapsar,12:00,210.8172837,279.3997914,10.12381977,353.131623,142.3860482,228.9946937,187.5670436,534.7062501,Hazardous
Baner,08:00,57.09587911,176.6164803,13.66250331,357.1763011,45.30507052,91.88599159,343.4712735,370.8498508,Hazardous
Pimple Saudagar,08:00,189.1869417,351.4825482,10.93908125,373.7499176,227.6894336,129.1507528,90.59373368,504.9907863,Hazardous
Koregaon Park,20:00,81.95709352,43.76067072,14.26653206,331.0139267,232.1626349,285.3061386,280.6326922,476.176147,Hazardous
Koregaon Park,12:00,127.7264249,12.99484808,10.82281086,301.4387471,215.7403947,302.3616744,105.3538039,392.9113839,Hazardous
Kothrud,16:00,111.6638804,51.78912826,12.33504873,336.997843,25.15387469,11.46325234,379.051575,301.8959041,Hazardous
Deccan,16:00,224.7433608,282.5995265,13.16397881,426.4544811,80.99592559,103.3782819,334.6183615,526.331707,Hazardous
Kothrud,12:00,79.45867422,65.09139528,11.59238463,439.1178503,22.11423009,325.3877378,19.72554961,267.4811782,Very Unhealthy
Koregaon Park,08:00,156.0734622,137.7363304,13.41546609,398.3483923,170.9640012,71.48427456,37.6782612,300.3836308,Hazardous
Koregaon Park,12:00,29.04131713,371.4043723,13.09193698,404.5993544,276.2010484,277.3768651,75.15769614,527.6825865,Hazardous
Hadapsar,12:00,12.72659014,224.65552,11.23617402,438.7101307,229.0176143,332.4727572,271.6065405,546.4756851,Hazardous
Shivaji Nagar,12:00,247.1516294,321.8541833,11.4670269,361.8359781,22.11093346,335.5656873,102.7139908,526.165239,Hazardous
Deccan,16:00,242.0136655,147.0477246,14.95070179,368.5985769,92.98288232,385.1166689,299.3755788,598.2189619,Hazardous
Baner,08:00,61.97568361,281.9529616,13.23596939,302.5735063,160.5302489,138.8631429,224.4823622,447.138169,Hazardous
Shivaji Nagar,08:00,37.38592114,110.9270213,13.7237225,452.9293598,285.205998,96.93185963,227.911907,392.905076,Hazardous
Baner,08:00,146.0605521,84.4399177,10.53336989,372.365592,354.255488,203.2565926,195.0008106,502.0400504,Hazardous
Baner,12:00,185.230155,78.13659121,12.11228218,448.3090792,162.6727406,115.4441867,131.9649633,348.8366006,Hazardous
Pimple Saudagar,12:00,33.7837508,204.4981131,14.67633726,408.1963222,11.63163513,214.258972,336.0125341,414.7688399,Hazardous
Baner,16:00,215.8102054,280.7821092,12.50645158,318.1412457,307.0118928,313.505378,183.9346199,663.0285542,Hazardous
Baner,12:00,157.1878856,378.5579676,12.35036335,473.0493342,26.56541491,344.1906354,383.5241698,657.3634,Hazardous
Baner,12:00,67.72400313,175.4029325,14.59484906,402.6146131,138.4048349,192.9853941,325.7259414,464.7164021,Hazardous
Sinhagad Road,12:00,123.6472098,356.2043898,10.38889734,367.4098487,207.7990514,175.953563,24.33521797,454.3586133,Hazardous
Koregaon Park,20:00,120.9546967,83.05315395,12.01894441,437.7992134,90.80865224,35.8318078,330.4416391,342.5639194,Hazardous
Aundh,08:00,178.3740663,162.5263388,12.41876942,310.7993171,90.90011047,370.197739,216.7634044,521.7995989,Hazardous
Sinhagad Road,08:00,127.5959008,65.09493168,12.63639957,409.2914664,324.7006509,78.85055558,375.1957921,498.3553151,Hazardous
Kothrud,20:00,49.85523445,285.8134712,13.90097991,374.9058586,124.5165439,37.10370336,64.35407358,294.7224931,Very Unhealthy
Sinhagad Road,16:00,172.6111889,251.666748,10.46249472,312.572151,113.7421122,137.4084108,119.9443692,408.1489092,Hazardous
Baner,20:00,10.59187717,295.5893638,12.49513343,477.7787166,298.0843136,183.395374,319.2256169,565.9384061,Hazardous
Sinhagad Road,16:00,22.28759033,287.7410582,12.20367827,475.3986849,376.4893336,116.2498363,217.4051566,522.2901657,Hazardous
